GG OTU,KEGG,ASV,Gene copies,Abundance (%),Contribution (%),Phylum,Class,Order,Family,Genus,Species
1124040,K03791,ASV0705,1,0.005601416,0.087011432,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,NA
1124040,K03791,ASV6601,1,0.005601416,0.087011432,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,NA
817734,K03791,ASV0372,2,0.001979761,0.061506533,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,ASV0822,1,0.006447868,0.100160071,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,ASV6270,1,0.006447868,0.100160071,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,ASV0649,1,0.006447868,0.100160071,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,ASV0554,1,0.006447868,0.100160071,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
581409,K03791,ASV0767,1,0.002074334,0.032222347,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K03791,ASV1099,1,0.002074334,0.032222347,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K03791,ASV0742,1,0.002074334,0.032222347,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K03791,ASV0576,1,0.002074334,0.032222347,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,aquatile
813980,K03791,ASV1894,2,0.008681641,0.269718233,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ahrensia,kielensis
1033018,K03791,ASV0390,1,0.004957986,0.077016501,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K03791,ASV1214,1,0.004957986,0.077016501,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Janthinobacterium,NA
1033018,K03791,ASV1260,1,0.004957986,0.077016501,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Janthinobacterium,NA
1033018,K03791,ASV1138,1,0.004957986,0.077016501,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K03791,ASV1983,1,0.004957986,0.077016501,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA
359570,K03791,ASV2848,1,0.000412703,0.006410857,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinibacteraceae,Deefgea,NA
1074016,K03791,ASV1060,1,0.009530544,0.14804583,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella,radicis
1074016,K03791,ASV2289,1,0.009530544,0.14804583,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella,NA
1074016,K03791,ASV2264,1,0.009530544,0.14804583,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella,NA
658233,K03791,ASV2707,1,0.002057906,0.031967158,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Methylobacter,NA
579033,K03791,ASV1790,1,0.000462513,0.007184597,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Procabacteriaceae,Procabacter,NA
877752,K03791,ASV1877,1,0.001911423,0.029691716,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,ASV5585,1,0.001741305,0.027049132,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,ASV1324,1,0.001741305,0.027049132,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,ASV0186,1,0.001741305,0.027049132,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,ASV1394,1,0.001741305,0.027049132,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,ASV0495,1,0.001741305,0.027049132,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,ASV1205,1,0.001741305,0.027049132,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,ASV6268,1,0.001741305,0.027049132,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,ASV2363,1,0.001741305,0.027049132,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
1124689,K03791,ASV3316,1,0.000646684,0.010045478,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,NA
2111163,K03791,ASV0235,1,0.001533594,0.023822585,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Cupriavidus,gilardii
562576,K03791,ASV1046,1,0.001394263,0.021658241,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,NA,NA
1039092,K03791,ASV1319,1,0.001387244,0.021549209,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
1039092,K03791,ASV1014,1,0.001387244,0.021549209,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
1039092,K03791,ASV0358,1,0.001387244,0.021549209,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
571263,K03791,ASV2577,2,0.000646684,0.020090956,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,NA
541859,K03791,ASV1143,1,0.000646684,0.010045478,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
325947,K03791,ASV1510,1,0.000952994,0.014803645,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,pigrum
325947,K03791,ASV2051,1,0.000952994,0.014803645,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,seohonense
593437,K01452,ASV1151,1,0.013546514,0.000989332,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
593437,K01452,ASV0107,1,0.013546514,0.000989332,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
593437,K01452,ASV0280,1,0.013546514,0.000989332,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
593437,K01452,ASV5241,1,0.013546514,0.000989332,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Lutimaribacter,NA
593437,K01452,ASV0999,1,0.013546514,0.000989332,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius,NA
593437,K01452,ASV2923,1,0.013546514,0.000989332,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
593437,K01452,ASV4939,1,0.013546514,0.000989332,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
773900,K01452,ASV0065,1,0.433008484,0.031623569,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicimonas,NA
773900,K01452,ASV0757,1,0.433008484,0.031623569,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
579705,K01452,ASV0271,1,0.020823293,0.001520771,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,NA
579705,K01452,ASV0978,1,0.020823293,0.001520771,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,NA
517116,K01452,ASV6361,1,0.000960061,7.01E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Frigidibacter,NA
1108289,K01452,ASV1935,1,0.000952994,6.96E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
91845,K01452,ASV2794,1,0.001281122,9.36E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
91845,K01452,ASV6585,1,0.001281122,9.36E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
91845,K01452,ASV5540,1,0.001281122,9.36E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
91845,K01452,ASV6582,1,0.001281122,9.36E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
91845,K01452,ASV4755,1,0.001281122,9.36E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
722628,K01452,ASV3618,1,0.044165153,0.003225479,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktotalea,NA
722628,K01452,ASV0344,1,0.044165153,0.003225479,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
722628,K01452,ASV0043,1,0.044165153,0.003225479,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,halophilus
722628,K01452,ASV0123,1,0.044165153,0.003225479,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
722628,K01452,ASV5170,1,0.044165153,0.003225479,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
705967,K01452,ASV6224,1,0.046795013,0.003417543,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
705967,K01452,ASV0403,1,0.046795013,0.003417543,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thiobacimonas,NA
705967,K01452,ASV0088,1,0.046795013,0.003417543,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thiobacimonas,profunda
705967,K01452,ASV1132,1,0.046795013,0.003417543,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thiobacimonas,NA
1087462,K01452,ASV2118,1,0.001899606,0.000138732,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
1087462,K01452,ASV2391,1,0.001899606,0.000138732,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
1087462,K01452,ASV2513,1,0.001899606,0.000138732,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
1087462,K01452,ASV1713,1,0.001899606,0.000138732,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
1087462,K01452,ASV2198,1,0.001899606,0.000138732,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
544324,K01452,ASV4240,1,0.00273224,0.000199542,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Lutimaribacter,NA
544324,K01452,ASV3831,1,0.00273224,0.000199542,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
211089,K01452,ASV2275,1,0.000949803,6.94E-05,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
188150,K01452,ASV0343,1,0.044321912,0.003236927,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
188150,K01452,ASV5631,1,0.044321912,0.003236927,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
188150,K01452,ASV3957,1,0.044321912,0.003236927,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
188150,K01452,ASV0425,1,0.044321912,0.003236927,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
217239,K01452,ASV6092,1,0.006131876,0.000447824,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,NA
217239,K01452,ASV0109,1,0.006131876,0.000447824,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,adriaticum
1097359,K01452,ASV0743,1,0.005815695,0.000424733,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,ASV0985,1,0.005815695,0.000424733,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,ASV0393,1,0.005815695,0.000424733,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,ASV1459,1,0.005815695,0.000424733,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,ASV3909,1,0.005815695,0.000424733,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,ASV0266,1,0.005815695,0.000424733,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
936354,K01452,ASV4905,1,0.006291472,0.00045948,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
936354,K01452,ASV0315,1,0.006291472,0.00045948,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
238484,K01452,ASV0411,1,0.001546059,0.000112912,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,NA
580625,K01452,ASV0561,1,0.007736321,0.000565001,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,NA
580625,K01452,ASV0658,1,0.007736321,0.000565001,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,broomeae
580625,K01452,ASV2928,1,0.007736321,0.000565001,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,NA
813352,K01452,ASV4959,2,0.000316601,4.62E-05,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Nostoc_PCC-73102,NA
939811,K01452,ASV0556,1,2.03856254,0.14888074,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01452,ASV0024,1,2.03856254,0.14888074,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01452,ASV4239,1,2.03856254,0.14888074,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus,NA
512485,K01452,ASV0623,1,0.000646684,4.72E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
225487,K01452,ASV0486,1,0.002085637,0.000152319,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
225487,K01452,ASV1914,1,0.002085637,0.000152319,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,caeni
352392,K01452,ASV3892,1,0.0001583,1.16E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Cavicella,NA
352392,K01452,ASV1677,1,0.0001583,1.16E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
683891,K01452,ASV3596,1,0.001293368,9.45E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,NA
683891,K01452,ASV1117,1,0.001293368,9.45E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,NA
806566,K01452,ASV6605,1,0.0001583,1.16E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
1848083,K01452,ASV3805,1,0.014942618,0.001091293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
1848083,K01452,ASV0371,1,0.014942618,0.001091293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
568345,K01452,ASV3649,1,10.62759507,0.776156817,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
568345,K01452,ASV1013,1,10.62759507,0.776156817,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
568345,K01452,ASV5399,1,10.62759507,0.776156817,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
568345,K01452,ASV1381,1,10.62759507,0.776156817,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
568345,K01452,ASV0178,1,10.62759507,0.776156817,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
568345,K01452,ASV6348,1,10.62759507,0.776156817,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
568345,K01452,ASV0052,1,10.62759507,0.776156817,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
568345,K01452,ASV0400,1,10.62759507,0.776156817,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
568345,K01452,ASV0001,1,10.62759507,0.776156817,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,eburneus
543065,K01452,ASV6474,1,0.003213492,0.000234688,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
543065,K01452,ASV4231,1,0.003213492,0.000234688,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,NA
813945,K01452,ASV1903,1,0.000646684,4.72E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
813945,K01452,ASV1233,1,0.000646684,4.72E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
192970,K01452,ASV3845,1,0.00142949,0.000104399,Bacteria,Cyanobacteria,Oxyphotobacteria,Leptolyngbyales,Leptolyngbyaceae,Chamaesiphon_PCC-7430,NA
1011088,K01452,ASV0168,1,0.359611369,0.026263215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
1011088,K01452,ASV0436,1,0.359611369,0.026263215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
1011088,K01452,ASV0141,1,0.359611369,0.026263215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
1011088,K01452,ASV0700,1,0.359611369,0.026263215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
1011088,K01452,ASV1806,1,0.359611369,0.026263215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salinihabitans,NA
1011088,K01452,ASV0458,1,0.359611369,0.026263215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
1011088,K01452,ASV2675,1,0.359611369,0.026263215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
1011088,K01452,ASV4713,1,0.359611369,0.026263215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
1011088,K01452,ASV0817,1,0.359611369,0.026263215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
1011088,K01452,ASV6271,1,0.359611369,0.026263215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,NA
1011088,K01452,ASV1024,1,0.359611369,0.026263215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ponticoccus,NA
1011088,K01452,ASV6448,1,0.359611369,0.026263215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,NA
1011088,K01452,ASV3182,1,0.359611369,0.026263215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
582083,K01452,ASV1338,1,0.000550271,4.02E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,chinensis
582083,K01452,ASV1848,1,0.000550271,4.02E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
854272,K01452,ASV6265,1,0.000550271,4.02E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
854272,K01452,ASV0878,1,0.000550271,4.02E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
854272,K01452,ASV1076,1,0.000550271,4.02E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,yeei
804175,K01452,ASV6570,1,0.000675311,4.93E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,NA
804175,K01452,ASV0712,1,0.000675311,4.93E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,NA
804175,K01452,ASV5837,1,0.000675311,4.93E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
804175,K01452,ASV1485,1,0.000675311,4.93E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,heliothermus
804175,K01452,ASV4686,1,0.000675311,4.93E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,NA
608293,K01452,ASV6434,1,0.000877193,6.41E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
608293,K01452,ASV3991,1,0.000877193,6.41E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Defluviimonas,NA
