GG OTU,KEGG,ASV,Gene copies,Abundance (%),Contribution (%),Phylum,Class,Order,Family,Genus,Species
804175,K01452,ASV1485,1,0.043152382,0.000844836,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,heliothermus
1052264,K01183,ASV1488,1,0.000569825,7.15E-05,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,normanense
1052264,K03933,ASV1488,1,0.000569825,0.000781916,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,normanense
922761,K01183,ASV1502,1,0.007554427,0.000948022,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella,NA
922761,K03791,ASV1502,1,0.007554427,0.210997419,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella,NA
922761,K03933,ASV1502,2,0.007554427,0.020732434,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella,NA
325947,K01183,ASV1510,2,0.00291244,0.000730978,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,pigrum
325947,K03791,ASV1510,1,0.00291244,0.081345325,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,pigrum
589277,K01183,ASV1534,1,0.000261892,3.29E-05,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
1051517,K01183,ASV1575,1,0.017178248,0.002155738,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
517156,K01183,ASV1581,1,0.001783055,0.00022376,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,NA
814909,K01183,ASV1591,1,0.001208994,0.000151719,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
831409,K01183,ASV1611,1,0.001709475,0.000214526,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,NA
170549,K01452,ASV1612,1,0.000331027,6.48E-06,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter_clade_CHAB-I-5_lineage,NA
352392,K01452,ASV1677,1,6.25E-05,1.22E-06,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
1087462,K01452,ASV1713,1,0.000749844,1.47E-05,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
1111582,K03933,ASV1773,2,0.003125485,0.008577608,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,columbae
46681,K01183,ASV1781,1,0.00035309,4.43E-05,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema_2,NA
256215,K01452,ASV1783,1,0.00035309,6.91E-06,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
256215,K03933,ASV1783,1,0.00035309,0.000484512,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
1011088,K01452,ASV1806,1,0.145161967,0.002841975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salinihabitans,NA
1051517,K01183,ASV1859,1,0.017178248,0.002155738,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
814909,K01183,ASV1861,1,0.001208994,0.000151719,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
813980,K03791,ASV1894,2,0.000303317,0.01694347,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ahrensia,kielensis
922761,K01183,ASV1895,1,0.007554427,0.000948022,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
922761,K03791,ASV1895,1,0.007554427,0.210997419,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
922761,K03933,ASV1895,2,0.007554427,0.020732434,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
746675,K01183,ASV1906,2,0.000410543,0.00010304,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
225487,K01452,ASV1914,1,0.000174595,3.42E-06,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,caeni
287021,K01183,ASV1933,2,0.000165513,4.15E-05,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Sporichthya,NA
585394,K01183,ASV1952,3,0.000778497,0.000293086,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
585394,K03933,ASV1952,2,0.000778497,0.002136514,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
1033018,K01183,ASV1983,2,0.001690764,0.000424356,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA
1033018,K03791,ASV1983,1,0.001690764,0.047223542,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA
514272,K01183,ASV1987,1,6.25E-05,7.84E-06,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,hadrus
325947,K01183,ASV2051,2,0.00291244,0.000730978,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,seohonense
325947,K03791,ASV2051,1,0.00291244,0.081345325,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,seohonense
543740,K01183,ASV2105,2,0.000335661,8.42E-05,Bacteria,Actinobacteria,Actinobacteria,Frankiales,NA,NA,NA
543740,K01452,ASV2105,1,0.000335661,6.57E-06,Bacteria,Actinobacteria,Actinobacteria,Frankiales,NA,NA,NA
1087462,K01452,ASV2118,1,0.000749844,1.47E-05,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
4481782,K01183,ASV2172,3,0.00114017,0.000429248,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA
589071,K01183,ASV2191,2,0.000174595,4.38E-05,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
1087462,K01452,ASV2198,1,0.000749844,1.47E-05,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
103802,K01183,ASV2206,1,0.000126628,1.59E-05,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,NA
331093,K01183,ASV2215,1,0.01924531,0.002415138,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila,NA
331093,K03933,ASV2215,1,0.01924531,0.026408497,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila,NA
220524,K01183,ASV2221,1,0.000312435,3.92E-05,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,NA
892000,K01183,ASV2270,1,6.33E-05,7.95E-06,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,NA
211089,K01183,ASV2275,1,0.000374922,4.70E-05,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
211089,K01452,ASV2275,1,0.000374922,7.34E-06,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
1081489,K01183,ASV2290,1,0.000249948,3.14E-05,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible_genus_04,NA
307381,K01452,ASV2310,1,0.000954162,1.87E-05,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Oscillatoriaceae,NA,NA
1034564,K03791,ASV2350,1,0.00080928,0.022603434,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
974121,K01183,ASV2363,2,0.001023018,0.000256762,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,ASV2363,1,0.001023018,0.0285732,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,ASV2363,2,0.001023018,0.002807579,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
1087462,K01452,ASV2391,1,0.000749844,1.47E-05,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
589277,K01183,ASV2398,1,0.000261892,3.29E-05,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
4452842,K01183,ASV2401,1,0.00070618,8.86E-05,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_9,NA
160321,K01183,ASV2419,1,0.007407822,0.000929625,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,MSBL3,NA
217732,K01183,ASV2453,1,1.436192544,0.180231098,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
1087462,K01452,ASV2513,1,0.000749844,1.47E-05,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
316869,K01183,ASV2542,3,0.012869749,0.004845163,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA
2353709,K01183,ASV2571,2,0.000886395,0.000222471,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella,NA
2353709,K03791,ASV2571,1,0.000886395,0.024757279,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella,NA
585063,K01183,ASV2608,1,0.00034919,4.38E-05,Bacteria,Actinobacteria,Actinobacteria,PeM15,NA,NA,NA
585063,K03933,ASV2608,1,0.00034919,0.00047916,Bacteria,Actinobacteria,Actinobacteria,PeM15,NA,NA,NA
4452842,K01183,ASV2635,1,0.00070618,8.86E-05,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_9,NA
79309,K01183,ASV2652,2,0.000766554,0.000192393,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,NA
1011088,K01452,ASV2675,1,0.145161967,0.002841975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
658233,K03791,ASV2707,1,0.000812331,0.022688649,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Methylobacter,NA
890516,K01183,ASV2759,2,6.33E-05,1.59E-05,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,NA
890516,K01452,ASV2759,1,6.33E-05,1.24E-06,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,NA
91845,K01452,ASV2794,1,0.006125505,0.000119925,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
3744574,K01183,ASV2816,1,0.000174595,2.19E-05,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,rivuli
517156,K01183,ASV2841,1,0.001783055,0.00022376,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,NA
875867,K01183,ASV2846,1,0.000187461,2.35E-05,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,NA,NA
359570,K03791,ASV2848,1,0.000261892,0.007314722,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinibacteraceae,Deefgea,NA
814909,K01183,ASV2851,1,0.001208994,0.000151719,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,pumilum
593437,K01452,ASV2923,1,0.397350946,0.007779321,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
719608,K01452,ASV2925,1,0.000696453,1.36E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
922761,K01183,ASV2927,1,0.007554427,0.000948022,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,NA
922761,K03791,ASV2927,1,0.007554427,0.210997419,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,NA
922761,K03933,ASV2927,2,0.007554427,0.020732434,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,NA
580625,K01452,ASV2928,1,0.017397787,0.000340613,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,NA
4327501,K01452,ASV2936,1,0.000946475,1.85E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
4327501,K03791,ASV2936,1,0.000946475,0.026435331,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
773575,K01183,ASV2966,1,0.00154931,0.000194426,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
818369,K01452,ASV3024,1,0.008962966,0.000175477,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sabulinigri
818369,K03791,ASV3024,1,0.008962966,0.250338336,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sabulinigri
4338598,K01183,ASV3044,1,0.009541621,0.0011974,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
809380,K01452,ASV3045,1,0.009541621,0.000186805,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA
574051,K01183,ASV3051,1,0.002216208,0.000278117,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
574051,K03933,ASV3051,1,0.002216208,0.00304109,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
139292,K01183,ASV3052,1,0.003620167,0.000454303,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
46681,K01183,ASV3142,1,0.00035309,4.43E-05,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema_2,NA
1011088,K01452,ASV3182,1,0.145161967,0.002841975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
512148,K01183,ASV3201,1,0.000303317,3.81E-05,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
569456,K03791,ASV3207,1,0.00031657,0.008841895,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,NA
1104592,K01183,ASV3208,1,0.001011318,0.000126913,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,auensis
1104592,K03933,ASV3208,1,0.001011318,0.001387735,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,auensis
812921,K01452,ASV3281,1,0.063282004,0.001238933,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,NA
328043,K01183,ASV3324,3,0.002312604,0.000870642,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Gilvimarinus,agarilyticus
1111582,K03933,ASV3500,2,0.003125485,0.008577608,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,elegans
139292,K01183,ASV3508,1,0.003620167,0.000454303,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
722628,K01452,ASV3618,1,1.035583795,0.020274619,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktotalea,NA
568345,K01452,ASV3649,1,48.31072496,0.945825464,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
365496,K01183,ASV3791,1,0.00477081,0.0005987,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
1848083,K01452,ASV3805,1,0.054937157,0.001075557,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
812105,K01183,ASV3829,1,8.73E-05,1.10E-05,Bacteria,Latescibacteria,NA,NA,NA,NA,NA
545460,K01183,ASV3830,1,0.004733056,0.000593962,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,NA,NA
545460,K03933,ASV3830,1,0.004733056,0.00649472,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,NA,NA
544324,K01452,ASV3831,1,0.000156544,3.06E-06,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
556915,K01183,ASV3884,1,0.000312435,3.92E-05,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,NA,NA,NA
1012112,K01183,ASV3885,1,0.000312435,3.92E-05,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,phytolaccae
352392,K01452,ASV3892,1,6.25E-05,1.22E-06,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Cavicella,NA
1097359,K01452,ASV3909,1,0.038450361,0.00075278,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
188150,K01452,ASV3957,1,0.065062047,0.001273782,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
217732,K01183,ASV3967,1,1.436192544,0.180231098,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
746675,K01183,ASV4145,2,0.000410543,0.00010304,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
918840,K01183,ASV4187,1,0.000606961,7.62E-05,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
918840,K01452,ASV4187,1,0.000606961,1.19E-05,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
588165,K01452,ASV4189,1,0.00040464,7.92E-06,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
357342,K01183,ASV4211,1,0.000567885,7.13E-05,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,NA
939811,K01183,ASV4239,3,0.154507291,0.058168424,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus,NA
939811,K01452,ASV4239,1,0.154507291,0.003024938,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus,NA
939811,K03933,ASV4239,1,0.154507291,0.212015567,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus,NA
544324,K01452,ASV4240,1,0.000156544,3.06E-06,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Lutimaribacter,NA
217732,K01183,ASV4425,1,1.436192544,0.180231098,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
217732,K01183,ASV4436,1,1.436192544,0.180231098,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
804175,K01452,ASV4686,1,0.043152382,0.000844836,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,NA
1011088,K01452,ASV4713,1,0.145161967,0.002841975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
4447049,K01183,ASV4740,1,0.000156544,1.96E-05,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Blastocatellales,Blastocatellaceae,Stenotrophobacter,NA
821717,K01452,ASV4746,1,0.006966013,0.00013638,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
91845,K01452,ASV4755,1,0.006125505,0.000119925,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
936354,K01452,ASV4905,1,0.00035309,6.91E-06,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
593437,K01452,ASV4939,1,0.397350946,0.007779321,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
813352,K01452,ASV4959,2,0.000124974,4.89E-06,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Nostoc_PCC-73102,NA
821717,K01452,ASV5107,1,0.006966013,0.00013638,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
722628,K01452,ASV5170,1,1.035583795,0.020274619,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
593437,K01452,ASV5241,1,0.397350946,0.007779321,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Lutimaribacter,NA
217732,K01183,ASV5301,1,1.436192544,0.180231098,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
592272,K01452,ASV5332,1,0.000139554,2.73E-06,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
217732,K01183,ASV5364,1,1.436192544,0.180231098,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
568345,K01452,ASV5399,1,48.31072496,0.945825464,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
152417,K01183,ASV5459,2,0.000410543,0.00010304,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
152417,K03933,ASV5459,1,0.000410543,0.000563349,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
217732,K01183,ASV5504,1,1.436192544,0.180231098,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
91845,K01452,ASV5540,1,0.006125505,0.000119925,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
974121,K01183,ASV5585,2,0.001023018,0.000256762,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,ASV5585,1,0.001023018,0.0285732,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,ASV5585,2,0.001023018,0.002807579,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
188150,K01452,ASV5631,1,0.065062047,0.001273782,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
537954,K01452,ASV5686,1,0.000225538,4.42E-06,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,NA
368902,K01452,ASV5806,1,0.000408821,8.00E-06,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,NA
804175,K01452,ASV5837,1,0.043152382,0.000844836,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
892000,K01183,ASV5984,1,6.33E-05,7.95E-06,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,NA
236204,K03791,ASV6052,1,0.000174595,0.004876485,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA,NA
236204,K03933,ASV6052,1,0.000174595,0.00023958,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA,NA
217239,K01452,ASV6092,1,0.073338631,0.001435821,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,NA
705967,K01452,ASV6224,1,0.168736564,0.003303518,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
854272,K01452,ASV6265,1,0.009270949,0.000181506,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
236204,K03791,ASV6267,1,0.000174595,0.004876485,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Herbaspirillum,NA
236204,K03933,ASV6267,1,0.000174595,0.00023958,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Herbaspirillum,NA
974121,K01183,ASV6268,2,0.001023018,0.000256762,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,ASV6268,1,0.001023018,0.0285732,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,ASV6268,2,0.001023018,0.002807579,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,ASV6270,1,0.002814132,0.000353152,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,ASV6270,1,0.002814132,0.078599553,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,ASV6270,2,0.002814132,0.007723128,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
1011088,K01452,ASV6271,1,0.145161967,0.002841975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,NA
1010927,K01183,ASV6330,3,0.036864926,0.013878792,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinimicrobium,NA
568345,K01452,ASV6348,1,48.31072496,0.945825464,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
1011088,K01452,ASV6448,1,0.145161967,0.002841975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,NA
