GG OTU,KEGG,ASV,Gene copies,Abundance (%),Contribution (%),Phylum,Class,Order,Family,Genus,Species,
1097359,K01452,ASV1459,1,0.00631686,0.000742642,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,ASV3909,1,0.00631686,0.000742642,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
582083,K01452,ASV1338,1,0.005822924,0.000684572,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,chinensis
582083,K01452,ASV1848,1,0.005822924,0.000684572,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
769643,K01452,ASV1967,1,0.005540166,0.00065133,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
769643,K01452,ASV4825,1,0.005540166,0.00065133,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
585063,K03933,ASV0542,1,0.002093209,0.000624879,Bacteria,Actinobacteria,Actinobacteria,PeM15,NA,NA,NA
585063,K03933,ASV2608,1,0.002093209,0.000624879,Bacteria,Actinobacteria,Actinobacteria,PeM15,NA,NA,NA
797229,K01183,ASV0008,1,0.094295918,0.000622031,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia/Shigella,NA
817734,K03933,ASV0372,1,0.001864565,0.000556623,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
410196,K03933,ASV0814,1,0.001839101,0.000549021,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA
579705,K01452,ASV0271,1,0.004467968,0.000525277,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,NA
579705,K01452,ASV0978,1,0.004467968,0.000525277,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,NA
683891,K01452,ASV1117,1,0.003971776,0.000466942,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,NA
683891,K01452,ASV3596,1,0.003971776,0.000466942,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,NA
822584,K01452,ASV1839,1,0.003729973,0.000438514,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ketogulonicigenium,NA
622288,K03933,ASV2402,1,0.001455731,0.000434575,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA,NA
1052264,K03933,ASV1488,1,0.001351629,0.000403497,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,normanense
217239,K01452,ASV0109,1,0.003376554,0.000396965,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,adriaticum
217239,K01452,ASV6092,1,0.003376554,0.000396965,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,NA
228207,K01452,ASV2288,1,0.003172318,0.000372954,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
228207,K01452,ASV6456,1,0.003172318,0.000372954,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
813945,K01452,ASV1233,1,0.002770083,0.000325665,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
813945,K01452,ASV1903,1,0.002770083,0.000325665,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
256215,K03933,ASV1783,1,0.001081303,0.000322798,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
624227,K01183,ASV0101,1,0.041314894,0.000272537,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Cryptosporangiaceae,Fodinicola,NA
4376154,K03933,ASV1932,1,0.000810977,0.000242098,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Demequina,NA
326605,K03933,ASV0302,1,0.00073564,0.000219608,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
326605,K03933,ASV1398,1,0.00073564,0.000219608,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,pseudoalcaligenes
622288,K01452,ASV2402,1,0.001455731,0.000171143,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA,NA
741010,K01183,ASV0342,3,0.007525305,0.000148924,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,gandavensis
91845,K01452,ASV2794,1,0.001257482,0.000147836,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
91845,K01452,ASV4755,1,0.001257482,0.000147836,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
91845,K01452,ASV5540,1,0.001257482,0.000147836,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
91845,K01452,ASV6582,1,0.001257482,0.000147836,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
91845,K01452,ASV6585,1,0.001257482,0.000147836,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
589071,K01183,ASV0942,2,0.010923895,0.000144121,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uniformis
589071,K01183,ASV1104,2,0.010923895,0.000144121,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uniformis
589071,K01183,ASV2191,2,0.010923895,0.000144121,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
1033018,K01183,ASV0390,2,0.010920649,0.000144078,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K01183,ASV1138,2,0.010920649,0.000144078,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K01183,ASV1214,2,0.010920649,0.000144078,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Janthinobacterium,NA
1033018,K01183,ASV1260,2,0.010920649,0.000144078,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Janthinobacterium,NA
1033018,K01183,ASV1983,2,0.010920649,0.000144078,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA
256215,K01452,ASV1783,1,0.001081303,0.000127123,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
966091,K03933,ASV0474,1,0.00036782,0.000109804,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Modestobacter,lapidis
525816,K03933,ASV2096,1,0.00036782,0.000109804,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Cryptosporangiaceae,Fodinicola,NA
581409,K01183,ASV0576,2,0.007833636,0.00010335,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,aquatile
581409,K01183,ASV0742,2,0.007833636,0.00010335,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K01183,ASV0767,2,0.007833636,0.00010335,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K01183,ASV1099,2,0.007833636,0.00010335,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
1074016,K01183,ASV1060,2,0.007721918,0.000101877,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella,radicis
1074016,K01183,ASV2264,2,0.007721918,0.000101877,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella,NA
1074016,K01183,ASV2289,2,0.007721918,0.000101877,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella,NA
804175,K01452,ASV0712,1,0.000844138,9.92E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,NA
804175,K01452,ASV1485,1,0.000844138,9.92E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,heliothermus
804175,K01452,ASV4686,1,0.000844138,9.92E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,NA
804175,K01452,ASV5837,1,0.000844138,9.92E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
804175,K01452,ASV6570,1,0.000844138,9.92E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,NA
238484,K01452,ASV0411,1,0.000810977,9.53E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,NA
580625,K01452,ASV0561,1,0.000791452,9.30E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,NA
580625,K01452,ASV0658,1,0.000791452,9.30E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,broomeae
580625,K01452,ASV2928,1,0.000791452,9.30E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,NA
1108289,K01452,ASV1935,1,0.000761105,8.95E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
326605,K01452,ASV0302,1,0.00073564,8.65E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
512485,K01452,ASV0623,1,0.00073564,8.65E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
326605,K01452,ASV1398,1,0.00073564,8.65E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,pseudoalcaligenes
192970,K01452,ASV3845,1,0.00073564,8.65E-05,Bacteria,Cyanobacteria,Oxyphotobacteria,Leptolyngbyales,Leptolyngbyaceae,Chamaesiphon_PCC-7430,NA
555568,K01452,ASV6495,1,0.00072044,8.47E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
913174,K01183,ASV0318,1,0.012393076,8.18E-05,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Lacihabitans,NA
1104592,K03933,ASV3208,1,0.000270326,8.07E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,auensis
746675,K01183,ASV1906,2,0.005803984,7.66E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
746675,K01183,ASV4145,2,0.005803984,7.66E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
589277,K01183,ASV0529,1,0.011063912,7.30E-05,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dorei
589277,K01183,ASV0659,1,0.011063912,7.30E-05,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,vulgatus
589277,K01183,ASV1100,1,0.011063912,7.30E-05,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,vulgatus
589277,K01183,ASV1534,1,0.011063912,7.30E-05,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
589277,K01183,ASV2398,1,0.011063912,7.30E-05,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
820370,K01183,ASV0605,1,0.009379724,6.19E-05,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,NA
820370,K01183,ASV1543,1,0.009379724,6.19E-05,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,NA
1074625,K01183,ASV0590,1,0.008732543,5.76E-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agreia,NA
1074625,K01183,ASV1330,1,0.008732543,5.76E-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Herbiconiux,NA
1074625,K01183,ASV2533,1,0.008732543,5.76E-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
1074625,K01183,ASV3578,1,0.008732543,5.76E-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Frigoribacterium,NA
646549,K01183,ASV0554,1,0.008295113,5.47E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,ASV0649,1,0.008295113,5.47E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,ASV0822,1,0.008295113,5.47E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,ASV6270,1,0.008295113,5.47E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K01183,ASV0186,2,0.003926915,5.18E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K01183,ASV0495,2,0.003926915,5.18E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K01183,ASV1205,2,0.003926915,5.18E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K01183,ASV1324,2,0.003926915,5.18E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K01183,ASV1394,2,0.003926915,5.18E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K01183,ASV2363,2,0.003926915,5.18E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K01183,ASV5585,2,0.003926915,5.18E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K01183,ASV6268,2,0.003926915,5.18E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
580222,K01183,ASV1102,1,0.007088787,4.68E-05,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Arcicella,NA
887484,K01183,ASV1141,1,0.006614377,4.36E-05,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,profundus
582691,K01183,ASV3240,2,0.003275395,4.32E-05,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,NA
814909,K01183,ASV0518,1,0.006414146,4.23E-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
814909,K01183,ASV1591,1,0.006414146,4.23E-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
814909,K01183,ASV1861,1,0.006414146,4.23E-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
814909,K01183,ASV2851,1,0.006414146,4.23E-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,pumilum
310558,K01183,ASV1366,1,0.005822925,3.84E-05,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA,NA
410196,K01183,ASV0814,3,0.001839101,3.64E-05,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA
765455,K01183,ASV1404,1,0.00547658,3.61E-05,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
765455,K01183,ASV3148,1,0.00547658,3.61E-05,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
892370,K01183,ASV0755,1,0.00515391,3.40E-05,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
892370,K01183,ASV2265,1,0.00515391,3.40E-05,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
892370,K01183,ASV2305,1,0.00515391,3.40E-05,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
892370,K01183,ASV2742,1,0.00515391,3.40E-05,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,lapsinanis
208315,K01452,ASV1125,1,0.000270326,3.18E-05,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Phormidiaceae,Tychonema_CCAP_1459-11B,NA
164660,K01183,ASV4270,2,0.002283314,3.01E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chromobacteriaceae,NA,NA
854050,K01183,ASV0114,1,0.003957262,2.61E-05,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
585394,K01183,ASV1952,3,0.001290216,2.55E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
359098,K01183,ASV0606,1,0.003537368,2.33E-05,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA
290401,K01183,ASV1714,1,0.003297718,2.18E-05,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Lacibacter,NA
107450,K01183,ASV2831,1,0.00324391,2.14E-05,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_9,NA
643362,K01183,ASV0595,2,0.001603189,2.12E-05,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,NA
810759,K01183,ASV1836,1,0.003033901,2.00E-05,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_NK4A214_group,NA
46681,K01183,ASV1781,1,0.002911462,1.92E-05,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema_2,NA
46681,K01183,ASV3142,1,0.002911462,1.92E-05,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema_2,NA
331093,K01183,ASV1023,1,0.002901992,1.91E-05,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila,NA
209573,K01183,ASV1908,1,0.002901992,1.91E-05,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA,NA
331093,K01183,ASV2215,1,0.002901992,1.91E-05,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila,NA
577170,K01183,ASV0528,1,0.002770083,1.83E-05,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
571698,K01183,ASV1316,1,0.002770083,1.83E-05,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum,NA
592139,K01183,ASV1286,1,0.002679438,1.77E-05,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-005,NA
592139,K01183,ASV1491,1,0.002679438,1.77E-05,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-005,NA
922761,K01183,ASV0306,1,0.002638175,1.74E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Lelliottia,NA
922761,K01183,ASV0763,1,0.002638175,1.74E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K01183,ASV1018,1,0.002638175,1.74E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,NA
922761,K01183,ASV1502,1,0.002638175,1.74E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella,NA
922761,K01183,ASV1895,1,0.002638175,1.74E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
922761,K01183,ASV2927,1,0.002638175,1.74E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,NA
922761,K01183,ASV6454,1,0.002638175,1.74E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella,NA
77498,K01183,ASV0974,1,0.002574741,1.70E-05,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
1111517,K01183,ASV3373,1,0.00254753,1.68E-05,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Nov-24,NA,NA,NA
525371,K01183,ASV2099,1,0.002506266,1.65E-05,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
574742,K01183,ASV1772,1,0.002393882,1.58E-05,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_9,NA
325947,K01183,ASV1510,2,0.001178798,1.56E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,pigrum
325947,K01183,ASV2051,2,0.001178798,1.56E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,seohonense
779725,K01452,ASV1720,1,0.000131909,1.55E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cereibacter,NA
4481782,K01183,ASV2172,3,0.000761105,1.51E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA
590450,K01183,ASV0507,1,0.002162606,1.43E-05,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_13,bowmanii
553643,K01183,ASV2359,1,0.00211054,1.39E-05,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,NA
585063,K01183,ASV0542,1,0.002093209,1.38E-05,Bacteria,Actinobacteria,Actinobacteria,PeM15,NA,NA,NA
975335,K01183,ASV1349,1,0.002086152,1.38E-05,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,NA
585063,K01183,ASV2608,1,0.002093209,1.38E-05,Bacteria,Actinobacteria,Actinobacteria,PeM15,NA,NA,NA
975335,K01183,ASV2622,1,0.002086152,1.38E-05,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,NA
975335,K01183,ASV3274,1,0.002086152,1.38E-05,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,NA
364538,K01183,ASV2474,1,0.001978631,1.31E-05,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,NA
1129515,K01183,ASV3533,1,0.001892281,1.25E-05,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavihumibacter,NA
817734,K01183,ASV0372,1,0.001864565,1.23E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
851567,K01183,ASV1176,1,0.001846722,1.22E-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,thalassium
851567,K01183,ASV2277,1,0.001846722,1.22E-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
223804,K01183,ASV2588,1,0.001846722,1.22E-05,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,NA
564941,K01183,ASV2690,1,0.001714813,1.13E-05,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-005,NA
73910,K01183,ASV2691,1,0.001714813,1.13E-05,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,NA
352304,K01183,ASV0856,1,0.001621955,1.07E-05,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,inulinivorans
828667,K01183,ASV0209,1,0.001582904,1.04E-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,NA
959160,K01183,ASV1850,1,0.001582905,1.04E-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
828667,K01183,ASV2739,1,0.001582904,1.04E-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paeniglutamicibacter,NA
139292,K01183,ASV1191,1,0.00152221,1.00E-05,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
139292,K01183,ASV3052,1,0.00152221,1.00E-05,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
139292,K01183,ASV3508,1,0.00152221,1.00E-05,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
2224797,K01183,ASV2376,1,0.00148897,9.82E-06,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema_2,NA
622288,K01183,ASV2402,1,0.001455731,9.60E-06,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA,NA
4308297,K01183,ASV2952,1,0.001450996,9.57E-06,Bacteria,Acidobacteria,Holophagae,Subgroup_7,NA,NA,NA
1052264,K01183,ASV1488,1,0.001351629,8.92E-06,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,normanense
1025153,K01183,ASV1725,1,0.001351629,8.92E-06,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,NA
745482,K01183,ASV1782,1,0.001351629,8.92E-06,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,NA
