GG OTU,KEGG,ASV,Gene copies,Abundance (%),Contribution (%),Phylum,Class,Order,Family,Genus,Species,
325947,K01183,ASV1510,2,0.000952994,2.36E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,pigrum
325947,K03791,ASV1510,1,0.000952994,0.014803645,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,pigrum
545538,K01183,ASV1532,1,0.001754386,2.17E-05,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,NA
589277,K01183,ASV1534,1,0.000476497,5.89E-06,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
820370,K01183,ASV1543,1,0.002097938,2.59E-05,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,NA
1051517,K01183,ASV1575,1,0.00473389,5.85E-05,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
517156,K01183,ASV1581,1,0.001586196,1.96E-05,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,NA
814909,K01183,ASV1591,1,0.002020742,2.50E-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
352392,K01452,ASV1677,1,0.0001583,1.16E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
1087462,K01452,ASV1713,1,0.001899606,0.000138732,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
1025153,K01183,ASV1725,1,0.000462513,5.72E-06,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,NA
1111582,K03933,ASV1773,2,0.028290672,0.020216739,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,columbae
579033,K03791,ASV1790,1,0.000462513,0.007184597,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Procabacteriaceae,Procabacter,NA
1011088,K01452,ASV1806,1,0.359611369,0.026263215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salinihabitans,NA
582083,K01452,ASV1848,1,0.000550271,4.02E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
1051517,K01183,ASV1859,1,0.00473389,5.85E-05,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
814909,K01183,ASV1861,1,0.002020742,2.50E-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
877752,K01183,ASV1877,1,0.001911423,2.36E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
877752,K03791,ASV1877,1,0.001911423,0.029691716,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
877752,K03933,ASV1877,1,0.001911423,0.000682959,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
813980,K03791,ASV1894,2,0.008681641,0.269718233,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ahrensia,kielensis
813945,K01452,ASV1903,1,0.000646684,4.72E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
746675,K01183,ASV1906,2,0.001394263,3.45E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
225487,K01452,ASV1914,1,0.002085637,0.000152319,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,caeni
1108289,K01452,ASV1935,1,0.000952994,6.96E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
585394,K01183,ASV1952,3,0.006971313,0.000258438,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
585394,K03933,ASV1952,2,0.006971313,0.004981756,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
1033018,K01183,ASV1983,2,0.004957986,0.000122534,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA
1033018,K03791,ASV1983,1,0.004957986,0.077016501,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA
514272,K01183,ASV1987,1,0.000634797,7.84E-06,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,hadrus
1108523,K01183,ASV2044,1,0.000422878,5.23E-06,Bacteria,Acidobacteria,Holophagae,Subgroup_7,NA,NA,NA
325947,K01183,ASV2051,2,0.000952994,2.36E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,seohonense
325947,K03791,ASV2051,1,0.000952994,0.014803645,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,seohonense
1087462,K01452,ASV2118,1,0.001899606,0.000138732,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
687206,K01183,ASV2150,1,0.000402285,4.97E-06,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Blastocatellales,Blastocatellaceae,NA,NA
4481782,K01183,ASV2172,3,0.004335765,0.000160734,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA
589071,K01183,ASV2191,2,0.001100289,2.72E-05,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
1087462,K01452,ASV2198,1,0.001899606,0.000138732,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
331093,K01183,ASV2215,1,0.000925026,1.14E-05,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila,NA
331093,K03933,ASV2215,1,0.000925026,0.000330515,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila,NA
220524,K01183,ASV2221,1,0.001267999,1.57E-05,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,NA
1074016,K01183,ASV2264,2,0.009530544,0.000235542,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella,NA
1074016,K03791,ASV2264,1,0.009530544,0.14804583,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella,NA
211089,K01183,ASV2275,1,0.000949803,1.17E-05,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
211089,K01452,ASV2275,1,0.000949803,6.94E-05,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
851567,K01183,ASV2277,1,0.001542219,1.91E-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
1074016,K01183,ASV2289,2,0.009530544,0.000235542,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella,NA
1074016,K03791,ASV2289,1,0.009530544,0.14804583,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella,NA
1081489,K01183,ASV2290,1,0.000633202,7.82E-06,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible_genus_04,NA
1117491,K01183,ASV2302,1,0.000960061,1.19E-05,Bacteria,Actinobacteria,Thermoleophilia,NA,NA,NA,NA
974121,K01183,ASV2363,2,0.001741305,4.30E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,ASV2363,1,0.001741305,0.027049132,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,ASV2363,2,0.001741305,0.00124435,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
1087462,K01452,ASV2391,1,0.001899606,0.000138732,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
589277,K01183,ASV2398,1,0.000476497,5.89E-06,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
4452842,K01183,ASV2401,1,0.001905988,2.36E-05,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_9,NA
217732,K01183,ASV2453,1,5.192030749,0.064158964,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
1087462,K01452,ASV2513,1,0.001899606,0.000138732,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
1074625,K01183,ASV2533,1,0.001754386,2.17E-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
571263,K03791,ASV2577,2,0.000646684,0.020090956,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,NA
585063,K01183,ASV2608,1,0.001375676,1.70E-05,Bacteria,Actinobacteria,Actinobacteria,PeM15,NA,NA,NA
585063,K03933,ASV2608,1,0.001375676,0.000491535,Bacteria,Actinobacteria,Actinobacteria,PeM15,NA,NA,NA
4452842,K01183,ASV2635,1,0.001905988,2.36E-05,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_9,NA
1011088,K01452,ASV2675,1,0.359611369,0.026263215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
658233,K03791,ASV2707,1,0.002057906,0.031967158,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Methylobacter,NA
828667,K01183,ASV2739,1,0.000275136,3.40E-06,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paeniglutamicibacter,NA
91845,K01452,ASV2794,1,0.001281122,9.36E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
517156,K01183,ASV2841,1,0.001586196,1.96E-05,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,NA
875867,K01183,ASV2846,1,0.000612469,7.57E-06,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,NA,NA
359570,K03791,ASV2848,1,0.000412703,0.006410857,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinibacteraceae,Deefgea,NA
814909,K01183,ASV2851,1,0.002020742,2.50E-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,pumilum
814721,K01183,ASV2864,1,0.000952994,1.18E-05,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
593437,K01452,ASV2923,1,0.013546514,0.000989332,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
580625,K01452,ASV2928,1,0.007736321,0.000565001,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,NA
1080980,K01183,ASV2945,1,0.000476497,5.89E-06,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,NA
773575,K01183,ASV2966,1,0.012495444,0.000154409,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
765455,K01183,ASV3148,1,0.004764968,5.89E-05,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
1011088,K01452,ASV3182,1,0.359611369,0.026263215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
1104592,K01183,ASV3208,1,0.000633202,7.82E-06,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,auensis
1104592,K03933,ASV3208,1,0.000633202,0.000226246,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,auensis
1124689,K03791,ASV3316,1,0.000646684,0.010045478,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,NA
1111517,K01183,ASV3373,1,0.000462513,5.72E-06,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Nov-24,NA,NA,NA
1111582,K03933,ASV3500,2,0.028290672,0.020216739,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,elegans
1074625,K01183,ASV3578,1,0.001754386,2.17E-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Frigoribacterium,NA
683891,K01452,ASV3596,1,0.001293368,9.45E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,NA
722628,K01452,ASV3618,1,0.044165153,0.003225479,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktotalea,NA
568345,K01452,ASV3649,1,10.62759507,0.776156817,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
4395040,K01183,ASV3670,1,0.000925027,1.14E-05,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Paludibaculum,NA
1848083,K01452,ASV3805,1,0.014942618,0.001091293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
545460,K01183,ASV3830,1,0.000925027,1.14E-05,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,NA,NA
545460,K03933,ASV3830,1,0.000925027,0.000330516,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,NA,NA
544324,K01452,ASV3831,1,0.00273224,0.000199542,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
192970,K01452,ASV3845,1,0.00142949,0.000104399,Bacteria,Cyanobacteria,Oxyphotobacteria,Leptolyngbyales,Leptolyngbyaceae,Chamaesiphon_PCC-7430,NA
556915,K01183,ASV3884,1,0.000791502,9.78E-06,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,NA,NA,NA
1012112,K01183,ASV3885,1,0.000791502,9.78E-06,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,phytolaccae
352392,K01452,ASV3892,1,0.0001583,1.16E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Cavicella,NA
1097359,K01452,ASV3909,1,0.005815695,0.000424733,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
991740,K01183,ASV3915,1,0.000952994,1.18E-05,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,NA
188150,K01452,ASV3957,1,0.044321912,0.003236927,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
217732,K01183,ASV3967,1,5.192030749,0.064158964,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
608293,K01452,ASV3991,1,0.000877193,6.41E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Defluviimonas,NA
746675,K01183,ASV4145,2,0.001394263,3.45E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
543065,K01452,ASV4231,1,0.003213492,0.000234688,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,NA
939811,K01183,ASV4239,3,2.03856254,0.075572777,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus,NA
939811,K01452,ASV4239,1,2.03856254,0.14888074,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus,NA
939811,K03933,ASV4239,1,2.03856254,0.728386503,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus,NA
544324,K01452,ASV4240,1,0.00273224,0.000199542,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Lutimaribacter,NA
217732,K01183,ASV4425,1,5.192030749,0.064158964,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
217732,K01183,ASV4436,1,5.192030749,0.064158964,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
804175,K01452,ASV4686,1,0.000675311,4.93E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,NA
1011088,K01452,ASV4713,1,0.359611369,0.026263215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
91845,K01452,ASV4755,1,0.001281122,9.36E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
807821,K01183,ASV4811,1,0.000646684,7.99E-06,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,NA
1065974,K03933,ASV4884,1,0.000952994,0.000340509,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,NA
936354,K01452,ASV4905,1,0.006291472,0.00045948,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
593437,K01452,ASV4939,1,0.013546514,0.000989332,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
813352,K01452,ASV4959,2,0.000316601,4.62E-05,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Nostoc_PCC-73102,NA
722628,K01452,ASV5170,1,0.044165153,0.003225479,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
593437,K01452,ASV5241,1,0.013546514,0.000989332,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Lutimaribacter,NA
217732,K01183,ASV5301,1,5.192030749,0.064158964,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
217732,K01183,ASV5364,1,5.192030749,0.064158964,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
568345,K01452,ASV5399,1,10.62759507,0.776156817,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
217732,K01183,ASV5504,1,5.192030749,0.064158964,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
91845,K01452,ASV5540,1,0.001281122,9.36E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
974121,K01183,ASV5585,2,0.001741305,4.30E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,ASV5585,1,0.001741305,0.027049132,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,ASV5585,2,0.001741305,0.00124435,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
188150,K01452,ASV5631,1,0.044321912,0.003236927,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
804175,K01452,ASV5837,1,0.000675311,4.93E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
217239,K01452,ASV6092,1,0.006131876,0.000447824,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,NA
705967,K01452,ASV6224,1,0.046795013,0.003417543,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
854272,K01452,ASV6265,1,0.000550271,4.02E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
974121,K01183,ASV6268,2,0.001741305,4.30E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,ASV6268,1,0.001741305,0.027049132,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,ASV6268,2,0.001741305,0.00124435,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,ASV6270,1,0.006447868,7.97E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,ASV6270,1,0.006447868,0.100160071,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,ASV6270,2,0.006447868,0.004607698,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
1011088,K01452,ASV6271,1,0.359611369,0.026263215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,NA
1010927,K01183,ASV6330,3,1.121901039,0.041590668,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinimicrobium,NA
568345,K01452,ASV6348,1,10.62759507,0.776156817,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
517116,K01452,ASV6361,1,0.000960061,7.01E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Frigidibacter,NA
608293,K01452,ASV6434,1,0.000877193,6.41E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
1011088,K01452,ASV6448,1,0.359611369,0.026263215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,NA
543065,K01452,ASV6474,1,0.003213492,0.000234688,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
804175,K01452,ASV6570,1,0.000675311,4.93E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,NA
91845,K01452,ASV6582,1,0.001281122,9.36E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
91845,K01452,ASV6585,1,0.001281122,9.36E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
1124040,K03791,ASV6601,1,0.005601416,0.087011432,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,NA
806566,K01452,ASV6605,1,0.0001583,1.16E-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
