GG OTU,KEGG,Sample,ASV,Gene copies,Abundance (%),Contribution (%),Phylum,Class,Order,Family,Genus,Species
817734,K03933,S19_5,ASV0372,1,0.021442356,0.015384616,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
817734,K03933,S20_1_A,ASV0372,1,0.025392526,0.072289156,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
817734,K03933,S20_2_5,ASV0372,1,0.009133254,0.002364066,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
817734,K03933,S20_2_6,ASV0372,1,0.013241525,0.005952381,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
817734,K03933,S20_3_A,ASV0372,1,0.124904587,0.042154567,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
1033018,K01183,L11_9,ASV0390,2,0.042424564,0.027118644,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K01183,L20_9,ASV0390,2,0.0099519,0.002424243,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K01183,S16_5,ASV0390,2,0.019400524,0.000538938,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K01183,S16_6,ASV0390,2,0.011872536,0.000379406,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K01183,S16_A,ASV0390,2,0.022182786,0.007772021,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K01183,S18_4,ASV0390,2,0.028801844,0.001017294,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K01183,S18_A,ASV0390,2,0.137658092,0.014304873,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K01183,S19_5,ASV0390,2,0.014294904,0.000388802,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K01183,S20_1_4,ASV0390,2,0.079145231,0.000767377,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K01183,S20_1_5,ASV0390,2,0.051902552,0.000650962,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K01183,S20_1_A,ASV0390,2,0.076177578,0.003539823,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K01183,S20_3_A,ASV0390,2,0.027756574,0.013986014,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K01183,S20_4_A,ASV0390,2,0.024760648,0.042402828,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K03791,L11_9,ASV0390,1,0.042424564,0.727272746,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K03791,L20_9,ASV0390,1,0.0099519,0.136363648,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K03791,S16_5,ASV0390,1,0.019400524,0.4,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K03791,S16_6,ASV0390,1,0.011872536,0.102040813,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K03791,S16_A,ASV0390,1,0.022182786,0.0625,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K03791,S18_4,ASV0390,1,0.028801844,0.181818184,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K03791,S18_A,ASV0390,1,0.137658092,0.533333332,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K03791,S19_5,ASV0390,1,0.014294904,0.111111111,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K03791,S20_1_4,ASV0390,1,0.079145231,0.234741783,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K03791,S20_1_5,ASV0390,1,0.051902552,0.290909084,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K03791,S20_1_A,ASV0390,1,0.076177578,0.391304347,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K03791,S20_3_A,ASV0390,1,0.027756574,0.036866358,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K03791,S20_4_A,ASV0390,1,0.024760648,0.545454525,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1097359,K01452,L12_9,ASV0393,1,1.377810008,1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,L13_9,ASV0393,1,0.051020408,0.4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,L19_8,ASV0393,1,0.008538251,0.025641025,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S16_4,ASV0393,1,0.034688497,0.029585799,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S16_6,ASV0393,1,0.023745073,0.014005602,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S18_4,ASV0393,1,0.028801843,0.014492753,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S18_A,ASV0393,1,0.068829046,0.222222222,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S19_A,ASV0393,1,0.017765144,0.065573768,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S20_1_4,ASV0393,1,0.017411951,0.003674015,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S20_1_5,ASV0393,1,0.058390372,0.006342495,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S20_1_A,ASV0393,1,0.241228999,0.633333335,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S20_2_A,ASV0393,1,0.789001793,0.6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S20_3_A,ASV0393,1,0.069391438,0.039603961,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S20_4_A,ASV0393,1,0.037140972,0.818181824,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
238484,K01452,S16_5,ASV0411,1,0.009700262,0.006993007,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,NA
238484,K01452,S19_5,ASV0411,1,0.007147452,0.006097561,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,NA
238484,K01452,S19_6,ASV0411,1,0.006343165,0.001594896,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,NA
238484,K01452,S20_1_5,ASV0411,1,0.009731729,0.001057082,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,NA
238484,K01452,S20_1_A,ASV0411,1,0.012696263,0.033333333,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,NA
238484,K01452,S20_2_A,ASV0411,1,0.071727436,0.054545455,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,NA
238484,K01452,S20_3_A,ASV0411,1,0.017347859,0.00990099,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,NA
238484,K01452,S20_4_A,ASV0411,1,0.008253549,0.181818176,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,NA
573270,K03791,S20_2_A,ASV0485,1,0.071727436,0.352941177,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,suwonense
573270,K03933,S20_2_A,ASV0485,1,0.071727436,0.095238095,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,suwonense
225487,K01452,L20_9,ASV0486,1,0.006634599,0.043478258,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
225487,K01452,S16_A,ASV0486,1,0.044365572,0.5,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
225487,K01452,S17_5,ASV0486,1,0.024137098,0.028985506,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
225487,K01452,S18_A,ASV0486,1,0.180676246,0.583333332,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
225487,K01452,S19_5,ASV0486,1,0.007147452,0.006097561,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
225487,K01452,S19_A,ASV0486,1,0.031089003,0.114754097,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
225487,K01452,S20_1_6,ASV0486,1,0.126648616,0.031351351,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
225487,K01452,S20_1_A,ASV0486,1,0.11003428,0.288888889,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
225487,K01452,S20_3_A,ASV0486,1,0.034695718,0.01980198,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K01183,L13_9,ASV0495,2,0.012755102,0.039215686,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K01183,S16_6,ASV0495,2,0.02611958,0.000834693,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K01183,S18_A,ASV0495,2,0.038716338,0.004023245,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K01183,S20_1_4,ASV0495,2,0.037989711,0.000368341,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K01183,S20_1_A,ASV0495,2,0.025392526,0.001179941,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K01183,S20_2_5,ASV0495,2,0.009133254,8.22E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K01183,S20_2_A,ASV0495,2,0.059772863,0.027027027,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K01183,S20_3_A,ASV0495,2,0.159600305,0.08041958,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K01183,S20_4_A,ASV0495,2,0.00825355,0.014134277,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,L13_9,ASV0495,1,0.012755102,1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,S16_6,ASV0495,1,0.02611958,0.224489795,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,S18_A,ASV0495,1,0.038716338,0.149999998,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,S20_1_4,ASV0495,1,0.037989711,0.112676056,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,S20_1_A,ASV0495,1,0.025392526,0.130434782,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,S20_2_5,ASV0495,1,0.009133254,0.066666666,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,S20_2_A,ASV0495,1,0.059772863,0.294117646,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,S20_3_A,ASV0495,1,0.159600305,0.211981567,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,S20_4_A,ASV0495,1,0.00825355,0.18181819,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,L13_9,ASV0495,2,0.012755102,0.222222222,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,S16_6,ASV0495,2,0.02611958,0.017160686,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,S18_A,ASV0495,2,0.038716338,0.005451242,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,S20_1_4,ASV0495,2,0.037989711,0.014184397,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,S20_1_A,ASV0495,2,0.025392526,0.144578313,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,S20_2_5,ASV0495,2,0.009133254,0.004728132,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,S20_2_A,ASV0495,2,0.059772863,0.158730158,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,S20_3_A,ASV0495,2,0.159600305,0.107728337,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,S20_4_A,ASV0495,2,0.00825355,0.021857926,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
4424725,K01183,L0_7,ASV0522,1,0.029620853,0.142857143,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,blandensis
4424725,K01183,L0_9,ASV0522,1,0.030921459,0.142857143,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,blandensis
4424725,K01183,L10_7,ASV0522,1,0.00699888,0.002439024,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,blandensis
4424725,K01183,L1_7,ASV0522,1,0.063572791,0.25,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,blandensis
4424725,K01183,L4_7,ASV0522,1,0.014871658,0.007836991,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,blandensis
4424725,K01183,L4_9,ASV0522,1,0.053460801,0.006481129,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,blandensis
4424725,K01183,L6_B,ASV0522,1,0.475651189,0.005560704,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,blandensis
4424725,K01183,L8_9,ASV0522,1,0.420168067,0.28,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,blandensis
4424725,K01183,L9_7,ASV0522,1,0.073863037,0.016393443,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,blandensis
4424725,K01183,L9_9,ASV0522,1,0.235145157,0.081761006,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,blandensis
646549,K01183,L11_9,ASV0554,1,0.01060614,0.00338983,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,L17_8,ASV0554,1,0.030752672,0.003490401,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,L5_B,ASV0554,1,0.414250207,0.135135135,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,L9_9,ASV0554,1,0.018088088,0.006289308,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,S16_6,ASV0554,1,0.047490146,0.000758812,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,S16_A,ASV0554,1,0.029577048,0.005181347,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,S19_5,ASV0554,1,0.042884712,0.000583204,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,S19_6,ASV0554,1,0.006343165,7.07E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,S19_A,ASV0554,1,0.075501865,0.065134099,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,S20_1_4,ASV0554,1,0.058567471,0.00028393,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,S20_1_5,ASV0554,1,0.022707368,0.000142398,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,S20_2_5,ASV0554,1,0.018266508,8.22E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,S20_3_A,ASV0554,1,0.052043578,0.013111888,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,L11_9,ASV0554,1,0.01060614,0.181818169,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,L17_8,ASV0554,1,0.030752672,0.4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,L5_B,ASV0554,1,0.414250207,0.142857143,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,L9_9,ASV0554,1,0.018088088,0.4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,S16_6,ASV0554,1,0.047490146,0.408163268,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,S16_A,ASV0554,1,0.029577048,0.083333333,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,S19_5,ASV0554,1,0.042884712,0.333333333,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,S19_6,ASV0554,1,0.006343165,0.090909088,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,S19_A,ASV0554,1,0.075501865,0.47222222,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,S20_1_4,ASV0554,1,0.058567471,0.17370892,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,S20_1_5,ASV0554,1,0.022707368,0.127272732,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,S20_2_5,ASV0554,1,0.018266508,0.133333332,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,S20_3_A,ASV0554,1,0.052043578,0.069124424,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,L11_9,ASV0554,2,0.01060614,0.137931024,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,L17_8,ASV0554,2,0.030752672,0.111111112,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,L5_B,ASV0554,2,0.414250207,0.25,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,L9_9,ASV0554,2,0.018088088,0.137931029,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,S16_6,ASV0554,2,0.047490146,0.031201248,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,S16_A,ASV0554,2,0.029577048,0.099999999,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,S19_5,ASV0554,2,0.042884712,0.061538462,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,S19_6,ASV0554,2,0.006343165,0.003154574,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,S19_A,ASV0554,2,0.075501865,0.323809523,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,S20_1_4,ASV0554,2,0.058567471,0.021867612,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,S20_1_5,ASV0554,2,0.022707368,0.004959263,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,S20_2_5,ASV0554,2,0.018266508,0.009456265,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,S20_3_A,ASV0554,2,0.052043578,0.035128806,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
939811,K01183,L0_7,ASV0556,3,0.029620853,0.428571429,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01183,L0_8,ASV0556,3,0.036873156,0.6,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01183,L0_9,ASV0556,3,0.030921459,0.428571429,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01183,L10_7,ASV0556,3,0.209966406,0.219512196,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01183,L10_8,ASV0556,3,0.101061142,0.070175439,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01183,L10_9,ASV0556,3,0.170478762,0.110091744,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01183,L11_8,ASV0556,3,0.042881646,0.090566037,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01183,L11_9,ASV0556,3,0.127273692,0.122033899,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01183,L12_7,ASV0556,3,0.229753016,0.074766355,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01183,L13_7,ASV0556,3,0.031201248,0.75,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01183,L13_8,ASV0556,3,0.160771704,0.296296296,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01183,L13_9,ASV0556,3,0.076530612,0.352941176,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01183,L14_8,ASV0556,3,0.054510766,0.179104478,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01183,L14_9,ASV0556,3,0.031070374,0.11111111,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01183,L16_9,ASV0556,3,1.037344398,0.173187941,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01183,L17_8,ASV0556,3,0.276774044,0.094240837,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01183,L17_9,ASV0556,3,0.341224142,0.603773586,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01183,L18_9,ASV0556,3,0.149167548,0.089337175,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01183,L18_B,ASV0556,3,0.018682858,0.115384614,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
