Group,Class,Long,Short,Daily,Long_R,Short_R,Daily_R
ASV1248,Gammaproteobacteria,0.007207007,0.003710834,0.00103143,0,0,0
ASV1249,Bacteroidia,0.037238108,0,0,0,0,0
ASV1250,Alphaproteobacteria,0.006234513,0,0,0,0.002304207,0.001031694
ASV1251,Bacteroidia,0,0,0,0.010275849,0,0.001734786
ASV1252,Gammaproteobacteria,0,0.000476497,0.00408917,0,0,0.006348132
ASV1253,Gammaproteobacteria,0.00026897,0.003158322,0,0,0,0
ASV1254,Gammaproteobacteria,0,0,0,0,0,0
ASV1255,Actinobacteria,0,0,0.000727866,0,0,0.036530069
ASV1256,Bacteroidia,0,0.000925027,0.001081303,0,0,0.005977286
ASV1257,Bacteroidia,0,0,0,0,0,0
ASV1258,Bacilli,0,0,0,0,0,0
ASV1259,Bacteroidia,0,0,0,0,0.016569767,0
ASV1260,Gammaproteobacteria,8.97E-05,0.000791502,0.000263817,0,0,0
ASV1261,Alphaproteobacteria,0,0.000476497,0,0,0,0
ASV1262,Parcubacteria,0,0,0,0,0,0
ASV1263,Bacteroidia,0,0.000476497,0.000263817,0,0,0
ASV1264,Cloacimonadia,0.013536551,0,0,0.042336,0.003118665,0
ASV1265,Deltaproteobacteria,0.01372392,0,0,0,0,0
ASV1266,NA,0.035966241,0,0,0,0,0
ASV1267,Alphaproteobacteria,0.00453143,0.004129938,0.00142596,0.005771887,0.009195035,0
ASV1268,Deltaproteobacteria,0.002495032,0,0,0.014553759,0,0
ASV1269,Alphaproteobacteria,0.005984174,0.002083581,0.002371946,0.002580312,0.009034075,0
ASV1270,Alphaproteobacteria,0.00335003,0.010090876,0.002289448,0.00120617,0.002957705,0
ASV1271,Bacteroidia,0.005675304,0,0,0.073157028,0,0
ASV1272,Deltaproteobacteria,0.001833756,0,0,0.017747222,0,0
ASV1273,Gammaproteobacteria,0.01365179,0.001350621,0.002408717,0,0,0
ASV1274,Gammaproteobacteria,0.004219219,0,0,0.023735697,0,0
ASV1275,Bacteroidia,0,0,0,0.028258787,0.001478852,0
ASV1276,Bacteroidia,0,0,0.00280736,0.001633306,0.00165071,0.022880819
ASV1277,Alphaproteobacteria,0,0,0,0,0.002957705,0
ASV1278,Alphaproteobacteria,0,0,0,0,0,0
ASV1279,Alphaproteobacteria,0,0.012183822,0.016159634,0,0,0
ASV1280,Woesearchaeia,0,0,0.004880623,0,0,0
ASV1281,Bacteroidia,0,0,0,0,0,0
ASV1282,Gammaproteobacteria,0.000179313,0.000825406,0.003077686,0,0.008882572,0.003174066
ASV1283,Gammaproteobacteria,0,0,0,0,0,0
ASV1284,Clostridia,0,0,0.001081303,0,0.00330142,0.00730084
ASV1285,Bacilli,0,0.004449537,0.003657299,0,0,0
ASV1286,Clostridia,0,0,0,0,0.016346898,0
ASV1287,Alphaproteobacteria,0.000143326,0,0.001301756,0,0,0.014943216
ASV1288,Microgenomatia,0,0,0,0,0,0.011954573
ASV1289,NA,0,0,0,0,0,0
ASV1290,Bacilli,0,0,0,0,0,0
ASV1291,NA,0,0,0,0,0,0
ASV1292,Bacteroidia,0,0,0,0,0,0
ASV1293,Clostridia,0,0,0,0,0,0
ASV1294,Alphaproteobacteria,0,0,0,0,0,0
ASV1295,Negativicutes,0,0,0,0,0,0
ASV1296,Gammaproteobacteria,0,0,0,0,0,0
ASV1297,Thermotogae,0,0,0,0,0,0.004336965
ASV1298,Actinobacteria,0,0.001159645,0,0.007706887,0,0.002602179
ASV1299,Alphaproteobacteria,0.007260678,0.007365682,0.003824264,0,0,0
ASV1300,Alphaproteobacteria,0.003214779,0.007578684,0.008287916,0.000581778,0,0
ASV1301,Gammaproteobacteria,0.008909188,0.0001583,0,0.000600179,0,0
ASV1302,Alphaproteobacteria,0.006127918,0.001797673,0,0,0,0
ASV1303,Clostridia,0.005866259,0.014380213,0.00077275,0,0,0
ASV1304,Gammaproteobacteria,0.002340903,0,0,0,0,0
ASV1305,Alphaproteobacteria,0.000230764,0,0,0.005444412,0.008603631,0
ASV1306,Bacteroidia,8.97E-05,0,0.002770083,0,0,0.012143502
ASV1307,Bacteroidia,0,0,0,0,0,0
ASV1308,NA,0,0,0,0,0,0
ASV1309,Bacteroidia,0,0.000925027,0.00163245,0,0,0.041841004
ASV1310,Subgroup_6,0,0.000422878,0,0,0,0
ASV1311,Gammaproteobacteria,0.000143326,0,0,0,0,0
ASV1312,Campylobacteria,0,0,0.001455731,0,0,0.011954573
ASV1313,Bacteroidia,0,0.001513244,0,0,0,0
ASV1314,Microgenomatia,0,0,0,0,0,0
ASV1315,Deinococci,0,0,0,0,0,0
ASV1316,Thermoanaerobaculia,0.000179313,0,0.002770083,0,0,0
ASV1317,Clostridia,0,0,0.000923361,0,0,0
ASV1318,Bacteroidia,0,0,0,0,0,0.022552217
ASV1319,Bacteroidia,0,0.001387244,0,0,0,0
ASV1320,Alphaproteobacteria,0.00045229,0.00142949,0,0,0.001478852,0.012143502
ASV1321,Clostridia,0,0,0,0,0,0
ASV1322,Erysipelotrichia,0,0,0,0,0,0
ASV1323,Microgenomatia,0,0,0,0,0,0
ASV1324,Gammaproteobacteria,0,0,0.00105527,0,0,0
ASV1325,Bacteroidia,8.97E-05,0.000476497,0.00438553,0,0,0
ASV1326,Saccharimonadia,0,0,0,0,0,0
ASV1327,Woesearchaeia,0,0,0,0,0,0
ASV1328,Gammaproteobacteria,0,0,0,0,0,0
ASV1329,Bacteroidia,0,0,0,0,0.008882572,0.007406154
ASV1330,Actinobacteria,0,0,0,0,0,0
ASV1331,Bacteroidia,0,0,0,0,0.003441452,0
ASV1332,NA,0.007877153,0,0,0.005436107,0.003118665,0
ASV1333,Oligosphaeria,0.008358453,0.000925027,0,0.006552293,0,0
ASV1334,Bacteroidia,0.009622233,0,0,0.013433839,0,0
ASV1335,Clostridia,0.01487293,0,0,0,0,0
ASV1336,Alphaproteobacteria,0.002458024,0,0,0.023987856,0,0
ASV1337,Spirochaetia,0.003900131,0,0,0,0,0
ASV1338,Alphaproteobacteria,0,0,0.002911462,0,0,0.02341961
ASV1339,Bacilli,0,0,0,0,0.010324357,0
ASV1340,Bacteroidia,0,0,0,0,0,0.029624614
ASV1341,Bacteroidia,0,0,0.002216836,0,0,0.009522197
ASV1342,Actinobacteria,0,0.000675311,0.002822769,0,0,0
ASV1343,Gracilibacteria,0,0,0,0,0,0
ASV1344,Methanobacteria,0,0,0,0,0,0
ASV1345,Melainabacteria,0,0,0,0,0,0
ASV1346,NA,0,0,0,0,0,0
ASV1347,Bacteroidia,0,0,0,0,0,0
ASV1348,Bacteroidia,0,0,0.000761105,0,0,0
ASV1349,Bacteroidia,0,0,0.001043076,0,0,0
ASV1350,Gammaproteobacteria,0.009873705,0.004859778,0.003112098,0.013075124,0,0
ASV1351,Gammaproteobacteria,0.013359868,0.000675311,0.000844138,0.007528524,0.003118665,0
ASV1352,Alphaproteobacteria,0.013853832,0,0,0.001452792,0,0
ASV1353,Alphaproteobacteria,0.006489858,0.000758381,0.000263817,0.003622774,0,0
ASV1354,Gammaproteobacteria,0.001204031,0.000402285,0.001522209,0.016922209,0.000825355,0.001031694
ASV1355,Deltaproteobacteria,0.001926008,0.000422878,0,0.012030706,0.007394262,0
ASV1356,Deltaproteobacteria,0.006561781,0.002402566,0,0.000605991,0,0
ASV1357,Verrucomicrobiae,8.97E-05,0,0,0,0,0.034914724
ASV1358,Bacteroidia,0,0,0.004484896,0,0,0
ASV1359,Gammaproteobacteria,0,0,0,0,0,0.029491361
ASV1360,Bacteroidia,0,0,0.002911462,0,0,0.049553077
ASV1361,Gracilibacteria,0.000179313,0,0.000499729,0,0,0.001058022
ASV1362,Gammaproteobacteria,0.000311515,0,0,0,0,0
ASV1363,Gammaproteobacteria,0,0,0,0,0,0
ASV1364,Alphaproteobacteria,0,0,0,0,0,0
ASV1365,Bacteroidia,0,0,0,0,0,0.000867393
ASV1366,Bacteroidia,0,0.000137568,0.005822925,0,0,0
ASV1367,Gammaproteobacteria,0,0,0,0,0,0
ASV1368,Gammaproteobacteria,0,0,0,0,0,0
ASV1369,Gammaproteobacteria,0,0,0,0,0,0
ASV1370,Parcubacteria,0,0,0,0,0.010324357,0
ASV1371,Bacteroidia,0,0,0,0,0,0
ASV1372,Woesearchaeia,0,0,0,0,0,0
ASV1373,Parcubacteria,0,0,0,0,0,0
ASV1374,Deltaproteobacteria,0,0,0,0,0.007106058,0
ASV1375,Bacteroidia,0,0,0,0,0.023229803,0
ASV1376,Spirochaetia,0.024495391,0,0,0.011497828,0,0
ASV1377,Deltaproteobacteria,0.025884806,0,0,0.008245894,0,0
ASV1378,Alphaproteobacteria,0.022383832,0,0,0.013056159,0,0
ASV1379,NA,0.008116698,0,0,0.006615677,0,0
ASV1380,Bacteroidia,0.008174723,0,0,0.002917539,0,0
ASV1381,Alphaproteobacteria,0.008642255,0,0,0.005612653,0,0
ASV1382,Clostridia,0.004559247,0,0,0.011175933,0,0
ASV1383,Alphaproteobacteria,0.006111036,0,0,0.004775287,0,0
ASV1384,Alphaproteobacteria,0.008387801,0,0,0.004354613,0,0
ASV1385,Alphaproteobacteria,0.007970978,0,0,0.00457467,0,0
ASV1386,Alphaproteobacteria,0.004566597,0.001920123,0,0.008216802,0.002304207,0.001031694
ASV1387,Alphaproteobacteria,0.003534645,0,0,0.010728997,0.001478852,0
ASV1388,Alphaproteobacteria,0.003436367,0,0.00072044,0.029895905,0,0
ASV1389,Clostridia,0.001141517,0.010922483,0.009820008,0.00548411,0,0
ASV1390,Deltaproteobacteria,0.002395312,0.00999459,0.014376752,0,0,0
ASV1391,Alphaproteobacteria,0.003270395,0,0,0.058743425,0,0
ASV1392,Bacteroidia,0.002145828,0,0,0,0,0
ASV1393,Actinobacteria,0,0,0,0.008563208,0,0.002602179
ASV1394,Gammaproteobacteria,0,0,0,0,0,0
ASV1395,Bacteroidia,0,0,0,0,0.010324357,0
ASV1396,Clostridia,0,0,0,0,0.007994315,0.025392526
ASV1397,Gammaproteobacteria,0,0,0.004352988,0,0,0
ASV1398,Gammaproteobacteria,0,0,0.00073564,0,0,0.026889182
ASV1399,Bacilli,0.000179313,0.000646684,0.001714813,0,0,0
ASV1400,Gammaproteobacteria,0.000533891,0,0.0015455,0.001632174,0,0
ASV1401,Clostridia,0,0.001905987,0,0,0,0
ASV1402,Bacteroidia,0,0,0.000761105,0,0.012072977,0.002116044
ASV1403,Actinobacteria,0,0,0,0,0,0.002602179
ASV1404,Bacteroidia,0,0.002382484,0.00273829,0,0,0
ASV1405,Clostridia,0,0,0,0,0,0
ASV1406,Parcubacteria,0,0,0,0,0,0.002602179
ASV1407,Bacteroidia,0,0,0,0,0,0
ASV1408,Clostridia,0,0,0,0,0,0
ASV1409,Lineage_IIb,0,0.000877193,0,0,0.000825355,0.001031694
ASV1410,Bacteroidia,0.000179313,0,0,0,0,0
ASV1411,Phycisphaerae,0,0,0,0,0,0
ASV1412,Deinococci,0,0,0,0,0,0
ASV1413,Bacteroidia,0,0,0,0,0,0
ASV1414,Bacteroidia,0,0,0,0,0,0
ASV1415,Alphaproteobacteria,0,0,0,0.030852866,0,0
ASV1416,NA,0.005565616,0,0,0.002269445,0,0
ASV1417,Alphaproteobacteria,0.005921736,0,0,0.011287441,0,0
ASV1418,Anaerolineae,0.00548818,0,0,0.013433839,0,0
ASV1419,Bacteroidia,0.004307217,0,0,0.012669182,0,0
ASV1420,Bacteroidia,0.000383961,0,0,0.018972794,0.001478852,0
ASV1421,Bacteroidia,0.00319997,0,0,0,0,0
ASV1422,Alphaproteobacteria,0.00097995,0.000633202,0.004014923,0.038988255,0,0.00896593
ASV1423,Bacteroidia,0.002573782,0,0,0,0,0
ASV1424,Alphaproteobacteria,0.000966585,0,0,0,0.024950529,0
ASV1425,Gammaproteobacteria,0.000181316,0.000637775,0.003350859,0,0.014626172,0.009522197
ASV1426,Bacteroidia,0,0,0.002703258,0,0,0
ASV1427,Gammaproteobacteria,0,0,0.004221079,0,0,0
ASV1428,Bacilli,0,0,0.003825353,0,0,0.003174066
ASV1429,Deltaproteobacteria,0,0.000476497,0.001351629,0,0,0.003174066
ASV1430,Gammaproteobacteria,0.000488867,0,0,0.018073007,0,0
ASV1431,Deinococci,0,0,0,0,0,0
ASV1432,Bacilli,0,0.000825406,0,0,0,0
ASV1433,Deltaproteobacteria,0,0,0,0,0,0
ASV1434,Clostridia,0,0.001109197,0,0,0,0
ASV1435,Parcubacteria,0,0,0.001061778,0,0.000888257,0.002988643
ASV1436,Bacteroidia,0,0,0,0,0,0
ASV1437,Spirochaetia,0,0,0,0,0.024090166,0.001734786
ASV1438,Negativicutes,0,0.000791502,0,0,0,0
ASV1439,Deltaproteobacteria,0,0,0,0,0.002664772,0.017931859
ASV1440,Bacteroidia,0,0,0,0,0,0
ASV1441,Planctomycetacia,0,0,0,0,0.000825355,0.001031694
ASV1442,Bacilli,0,0,0,0,0,0
ASV1443,Clostridia,0,0,0,0,0,0
ASV1444,Deltaproteobacteria,0,0,0,0,0,0
ASV1445,Clostridia,0,0,0,0,0,0
ASV1446,Saccharimonadia,0,0,0,0,0,0
ASV1447,Chloroflexia,0,0,0,0,0,0
ASV1448,Alphaproteobacteria,0,0,0,0,0,0
ASV1449,Gammaproteobacteria,0,0,0,0,0,0
ASV1450,NA,0,0,0,0,0,0
ASV1451,Deltaproteobacteria,0.00315871,0.006226318,0.005811928,0,0,0
ASV1452,Deltaproteobacteria,0.00736663,0.001109197,0,0.003161033,0,0
ASV1453,Alphaproteobacteria,0.000285185,0,0,0.021064183,0,0
ASV1454,Bacteroidia,0.030378457,0,0,0,0,0
ASV1455,Bacteroidia,8.97E-05,0.004749015,0,0,0,0
ASV1456,Actinobacteria,0,0,0,0.008848648,0,0
ASV1457,Deltaproteobacteria,0,0,0,0,0.026671255,0
ASV1458,Clostridia,0,0,0.00408917,0,0,0
ASV1459,Gammaproteobacteria,0,0.00138754,0.001450996,0,0,0
ASV1460,Clostridia,8.97E-05,0,0.004198756,0,0,0.032875075
ASV1461,Thermoanaerobaculia,0,0,0,0,0,0
ASV1462,Saccharimonadia,0,0,0.000270326,0,0,0
ASV1463,Parcubacteria,0,0.000612469,0.001941078,0,0,0.001734786
ASV1464,Gemmatimonadetes,0,0,0,0,0,0
ASV1465,Clostridia,8.97E-05,0,0,0,0,0
ASV1466,Bacteroidia,8.97E-05,0,0,0,0,0
ASV1467,Methanomicrobia,0.00081844,0.002105292,0.001288739,0.000816653,0,0
ASV1468,Gammaproteobacteria,0.000379432,0,0,0,0,0
ASV1469,Bacteroidia,0,0,0,0,0,0
ASV1470,Verrucomicrobiae,0,0,0.000270326,0,0,0
ASV1471,Bacteroidia,0.000236106,0,0,0,0.012421699,0
ASV1472,Bacteroidia,0,0,0,0,0,0
ASV1473,Deltaproteobacteria,0,0,0,0,0,0
ASV1474,Alphaproteobacteria,0,0,0,0,0,0
ASV1475,Bacilli,0,0,0,0,0,0
ASV1476,Spirochaetia,0,0,0,0,0.024950529,0
ASV1477,Alphaproteobacteria,0.0254247,0,0,0.010406278,0,0
ASV1478,Mollicutes,0.007053846,0,0,0.005651683,0,0
ASV1479,Alphaproteobacteria,0.008694197,0,0,0.011225821,0,0
ASV1480,Alphaproteobacteria,0.003068016,0.002184232,0.002532415,0.009254531,0.001478852,0
ASV1481,Deltaproteobacteria,0.007844863,0,0,0.004697658,0,0
ASV1482,Deltaproteobacteria,0.003784625,0,0,0.009753703,0,0
ASV1483,Bacteroidia,0.006306225,0.000697131,0,0.007940276,0,0
ASV1484,Alphaproteobacteria,0.010809367,0.001350621,0.001688277,0,0,0
ASV1485,Alphaproteobacteria,0.006626236,0,0,0.016927619,0,0
ASV1486,NA,0.001043902,0.003957512,0,0,0,0
ASV1487,Bacteroidia,0.001950753,0,0,0,0,0
ASV1488,Bacteroidia,0.000585226,0,0.001351629,0,0,0
ASV1489,Gammaproteobacteria,0,0,0.006546055,0,0.000888257,0.003174066
ASV1490,Gammaproteobacteria,0,0,0.003957262,0,0,0
ASV1491,Clostridia,0,0,0.002679438,0,0,0.019082645
ASV1492,Gammaproteobacteria,0,0,0,0,0,0.031740658
ASV1493,Bacteroidia,0,0,0,0,0,0.026021789
ASV1494,Bacteroidia,0,0,0.00105527,0,0,0
ASV1495,Gammaproteobacteria,0.00026897,0.000422878,0,0,0.013765809,0
ASV1496,Melainabacteria,0,0,0,0.005381842,0.020648714,0
ASV1497,Alphaproteobacteria,0,0,0,0,0,0.026897789
ASV1498,Alphaproteobacteria,0.00102251,0,0,0.000815521,0,0
ASV1499,Bacteroidia,0,0.000422878,0.004533417,0,0.003553029,0
ASV1500,Parcubacteria,0.000236106,0,0,0,0.010289349,0.001031694
ASV1501,Alphaproteobacteria,0.000143326,0,0,0,0.002957705,0
ASV1502,Gammaproteobacteria,0,0,0,0,0,0
ASV1503,Bacteroidia,0,0,0,0,0,0.004336965
ASV1504,Gammaproteobacteria,0,0.001266404,0,0,0,0
ASV1505,Bacilli,0,0,0,0.000816653,0,0
ASV1506,Clostridia,0,0,0.000363933,0,0,0.053479246
ASV1507,Gammaproteobacteria,0,0,0,0,0,0
ASV1508,Clostridia,0,0,0,0,0,0
ASV1509,Gammaproteobacteria,0,0,0,0,0,0
ASV1510,Gammaproteobacteria,0.001495577,0,0,0,0,0
ASV1511,Kiritimatiellae,0,0,0,0,0,0
ASV1512,Microgenomatia,0,0,0,0,0,0
ASV1513,Woesearchaeia,0,0,0,0,0,0
ASV1514,Bacteroidia,0,0,0.000791452,0,0,0
ASV1515,Cloacimonadia,0.02045398,0,0,0.000605991,0.012474661,0
ASV1516,Alphaproteobacteria,0.002040873,0.001574324,0.000131909,0.013323563,0,0
ASV1517,Alphaproteobacteria,0.004756985,0.000646684,0,0.006684348,0.00623733,0
ASV1518,Alphaproteobacteria,0.012476114,0.001394263,0.001261092,0,0,0
ASV1519,Bacteroidia,0.00501091,0,0,0.015739108,0,0
ASV1520,Deltaproteobacteria,0.000524084,0,0,0.016994758,0,0
ASV1521,Clostridia,0,0,0,0.009518172,0.027263185,0
ASV1522,Bacteroidia,8.97E-05,0.000675311,0.000844138,0,0,0.028566592
ASV1523,Bacteroidia,0,0,0,0,0.024950529,0
ASV1524,Clostridia,0,0,0,0,0,0.025154396
ASV1525,Bacteroidia,0,0,0,0,0,0.025154396
ASV1526,Gammaproteobacteria,0,0,0,0,0,0
ASV1527,Alphaproteobacteria,0,0,0.000540652,0,0.017207261,0
ASV1528,Alphaproteobacteria,0,0.000422878,0.001091798,0,0,0.003469572
ASV1529,Leptospirae,0,0.001583005,0,0,0.008882572,0
ASV1530,Alphaproteobacteria,0,0,0,0,0,0
ASV1531,Clostridia,0,0,0,0,0,0
ASV1532,Thermoanaerobaculia,0,0.001754386,0,0,0,0
ASV1533,Actinobacteria,0,0,0,0,0,0
ASV1534,Bacteroidia,0,0,0,0,0,0
ASV1535,Clostridia,0,0,0,0,0,0
ASV1536,Gammaproteobacteria,0,0,0.000131909,0,0,0
ASV1537,Clostridia,0,0,0,0,0,0
ASV1538,Bacteroidia,0,0,0,0,0,0
ASV1539,Saccharimonadia,0,0,0,0,0,0
ASV1540,Alphaproteobacteria,0,0,0,0,0,0
ASV1541,Alphaproteobacteria,0,0,0,0,0,0
ASV1542,Gammaproteobacteria,0,0,0,0,0,0
ASV1543,Bacteroidia,0,0,0,0,0,0
ASV1544,Bacteroidia,0,0.000633202,0,0,0,0
ASV1545,Bacteroidia,0,0,0,0,0,0
ASV1546,Phycisphaerae,0,0,0,0,0,0
ASV1547,Microgenomatia,0,0,0,0,0,0
ASV1548,Negativicutes,0,0,0.004003261,0,0,0
ASV1549,Actinobacteria,0,0.00138754,0.001582905,0,0,0
ASV1550,Nitrososphaeria,0,0,0,0,0.000825355,0.02642422
ASV1551,Alphaproteobacteria,0.030903745,0.000476497,0,0.002670156,0,0
ASV1552,Clostridia,0.032030652,0,0,0.007385282,0,0
ASV1553,Alphaproteobacteria,0.005772659,0.005526603,0,0.006019311,0,0
ASV1554,Mollicutes,0.020561759,0,0,0.014527915,0,0
ASV1555,Alphaproteobacteria,0.002551692,0.000422878,0,0.01367107,0,0
ASV1556,Bacteroidia,0.007166808,0,0,0.001452792,0,0
ASV1557,Alphaproteobacteria,0.007567462,0,0,0.001561515,0,0
ASV1558,Deltaproteobacteria,0.002463658,0,0,0.011226348,0.00623733,0
ASV1559,Deltaproteobacteria,0.001397767,0,0,0.01418151,0,0
ASV1560,Alphaproteobacteria,0.006102613,0,0,0.0034972,0.000860363,0
ASV1561,Clostridia,0.004793995,0,0,0,0,0
ASV1562,Alphaproteobacteria,0.00166092,0.009001408,0.004732321,0,0.000825355,0.001031694
ASV1563,Bacteroidia,0.003911805,0,0,0.009538198,0,0
ASV1564,Bacteroidia,0.006232245,0,0,0.005328831,0,0
ASV1565,Bacteroidia,0.003735886,0,0,0.005610836,0,0
ASV1566,Alphaproteobacteria,0.01497175,0,0,0,0,0.012143502
ASV1567,Bacteroidia,0,0.003116982,0,0.000570881,0,0
ASV1568,Parcubacteria,0,0.000502993,0.002216381,0,0.018927988,0
ASV1569,Saccharimonadia,0,0,0.003693444,0,0,0
ASV1570,Gammaproteobacteria,0,0,0,0,0.01118472,0
ASV1571,Gammaproteobacteria,0,0,0,0,0,0.014259545
ASV1572,Clostridia,0,0,0,0,0,0.009522197
ASV1573,Bacteroidia,0.001180529,0,0.000761105,0,0,0
ASV1574,Clostridia,0,0,0.001450996,0,0,0
ASV1575,Bacilli,0,0,0.000270326,0,0,0
ASV1576,Bacteroidia,0,0.000476497,0,0,0.012045083,0
ASV1577,Bacteroidia,0,0,0,0,0,0
ASV1578,Alphaproteobacteria,0,0,0.001819664,0,0.004441286,0.029886432
ASV1579,Gammaproteobacteria,0,0,0,0,0,0
ASV1580,Bacteroidia,0,0,0,0,0,0.012696263
ASV1581,Acidimicrobiia,0,0.000793098,0,0,0.007994315,0
ASV1582,Alphaproteobacteria,0,0,0,0,0,0
ASV1583,Gammaproteobacteria,0,0,0,0,0,0
ASV1584,Gammaproteobacteria,0,0,0,0,0,0
ASV1585,Microgenomatia,0,0,0,0,0,0
ASV1586,Woesearchaeia,0,0,0,0,0,0
ASV1587,Deinococci,0,0,0,0,0,0
ASV1588,Alphaproteobacteria,0.005323744,0,0,0.009747064,0,0
ASV1589,Gracilibacteria,0,0,0,0,0,0
ASV1590,Clostridia,0,0,0,0,0,0
ASV1591,Actinobacteria,0,0,0,0,0,0
ASV1592,Actinobacteria,0,0,0.000270326,0,0,0
ASV1593,Alphaproteobacteria,0,0,0.000270326,0,0,0
ASV1594,Alphaproteobacteria,0,0.000462513,0.000270326,0,0,0
ASV1595,NA,0,0,0,0,0,0
ASV1596,Alphaproteobacteria,0,0,0,0,0,0
ASV1597,Bacteroidia,0,0,0,0,0,0.007406154
ASV1598,Bacteroidia,0,0,0,0,0,0.020712554
ASV1599,Clostridia,0.024252255,0,0,0.00491225,0,0
ASV1600,Gammaproteobacteria,0.005489405,0,0,0.013275236,0.00165071,0.002063387
ASV1601,Mollicutes,0.008036494,0,0,0.004650916,0,0
ASV1602,Gammaproteobacteria,0.003624225,0,0,0.008352002,0.006901725,0.001031694
ASV1603,Alphaproteobacteria,0.000996572,0,0,0.010343961,0.032665505,0
ASV1604,Alphaproteobacteria,0.005003529,0,0,0.009439993,0,0
ASV1605,NA,0.004433313,0,0,0.008845577,0,0
ASV1606,Bacteroidia,0.006907847,0.000462513,0,0,0,0
ASV1607,Bacteroidia,0.006032485,0.007684224,0,0,0,0
ASV1608,Alphaproteobacteria,0.003619287,0.000137568,0,0.002501183,0,0
ASV1609,Mollicutes,0.003429173,0.007425521,0.001257482,0,0,0
ASV1610,Gammaproteobacteria,0.000344732,0,0,0.00028544,0,0.021684824
ASV1611,Clostridia,0.001755677,0,0,0,0,0
ASV1612,Alphaproteobacteria,0.000339973,0,0,0.023338007,0,0
ASV1613,Alphaproteobacteria,0,0,0,0,0,0
ASV1614,Bacteroidia,0,0.000462513,0.00467538,0,0,0
ASV1615,Gammaproteobacteria,0,0,0,0,0.023313486,0
ASV1616,Woesearchaeia,0,0,0,0,0,0.02341961
ASV1617,Gammaproteobacteria,6.50E-05,0,0,0.004122947,0,0
ASV1618,Bacteroidia,0,0,0,0,0,0
ASV1619,Anaerolineae,0,0,0,0,0,0
ASV1620,Clostridia,0,0,0,0,0,0.012696263
ASV1621,Bacilli,0.000236106,0.000877193,0.000727866,0,0,0.014943216
ASV1622,Bacteroidia,8.97E-05,0,0,0,0.013184388,0.000867393
ASV1623,Bacilli,0,0,0,0,0.01047038,0.003095081
ASV1624,Bacteroidia,0,0,0.000131909,0,0.007106058,0.007806537
ASV1625,Alphaproteobacteria,0,0,0,0,0,0
ASV1626,Bacteroidia,0,0,0,0,0,0
ASV1627,Clostridia,0,0,0,0,0,0
ASV1628,Saccharimonadia,0,0,0,0,0,0
ASV1629,Gammaproteobacteria,0,0,0,0,0,0
ASV1630,Bacilli,0,0,0,0,0,0
ASV1631,Fibrobacteria,0,0,0,0,0,0
ASV1632,Clostridia,0,0,0,0,0,0
ASV1633,Bacteroidia,0,0,0,0,0,0
ASV1634,Bacteroidia,0,0,0,0,0,0
ASV1635,Microgenomatia,0,0,0,0,0,0
ASV1636,Actinobacteria,0,0,0,0,0,0.001734786
ASV1637,Bacteroidia,0.000725266,0,0,0,0,0
ASV1638,Clostridia,0,0,0,0.001633306,0,0.00896593
ASV1639,Clostridia,0,0,0,0.001633306,0.003553029,0
ASV1640,Alphaproteobacteria,0.01972163,0,0,0.008481322,0,0
ASV1641,Spirochaetia,0.015174841,0,0,0,0,0
ASV1642,Deltaproteobacteria,0.007608243,0.006369365,0,0.002905583,0,0
ASV1643,Deltaproteobacteria,0.00750014,0,0,0.021527367,0,0
ASV1644,Alphaproteobacteria,0.003002646,0.008385554,0.007592576,0,0,0
ASV1645,Alphaproteobacteria,0.004024624,0,0,0.008894658,0,0
ASV1646,Bacteroidia,0.001180448,0,0,0.017992253,0,0
ASV1647,Alphaproteobacteria,0.010327452,0,0,0,0,0
ASV1648,Deltaproteobacteria,0.007031192,0.000462513,0.006195787,0.002905583,0,0
ASV1649,Gammaproteobacteria,0.004647988,0.001313086,0.002361798,0.006145259,0,0
ASV1650,Gammaproteobacteria,0.005067422,0.004068448,0,0,0,0
ASV1651,Mollicutes,0.004149781,0,0,0.007448818,0,0
ASV1652,Alphaproteobacteria,0.000888824,0.016381221,0.000797219,0,0,0
ASV1653,Alphaproteobacteria,0.000623296,0.000697131,0,0.015733648,0,0
ASV1654,Phycisphaerae,0,0,0,0.015316792,0,0
ASV1655,Bacteroidia,0.011607049,0,0,0,0,0
ASV1656,Alphaproteobacteria,0.003920597,0,0,0,0,0
ASV1657,Gammaproteobacteria,8.50E-05,0.004741732,0.01586378,0,0,0
ASV1658,Fusobacteriia,0,0,0.003429627,0,0,0
ASV1659,Mollicutes,0,0,0.003429627,0,0,0
ASV1660,Bacilli,0,0,0.002610268,0,0,0.006939144
ASV1661,Gammaproteobacteria,0,0,0.005822925,0,0,0
ASV1662,Fibrobacteria,0,0,0.001819664,0,0,0
ASV1663,Actinobacteria,0,0,0.000804469,0,0,0.029886432
ASV1664,NA,0,0,0.00105527,0,0,0
ASV1665,Bacilli,0,0,0,0,0,0
ASV1666,Negativicutes,0,0,0,0,0,0.017347859
ASV1667,Bacteroidia,0,0,0,0,0.00165071,0.002063387
ASV1668,Coriobacteriia,0,0,0,0.006850566,0,0
ASV1669,Gammaproteobacteria,0,0,0,0,0,0
ASV1670,Bacteroidia,0,0,0,0,0,0.006939144
ASV1671,Saccharimonadia,0,0,0,0,0,0
ASV1672,Anaerolineae,0,0,0,0,0.003553029,0.004232088
